position,title,place_id,data_id,data_cid,reviews_link,photos_link,gps_coordinates,place_id_search,rating,reviews,price,type,address,open_state,hours,operating_hours,phone,website,description,service_options,thumbnail,unclaimed_listing,editorial_reviews
11,Blue Bottle Coffee,ChIJn84RP29ZwokR-ugKkdBspSo,0x89c2596f3f11ce9f:0x2aa56cd0910ae8fa,3072981963792640250,https://serpapi.com/search.json?data_id=0x89c2596f3f11ce9f%3A0x2aa56cd0910ae8fa&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c2596f3f11ce9f%3A0x2aa56cd0910ae8fa&engine=google_maps_photos&hl=en,"{'latitude': 40.751483, 'longitude': -73.995825}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJn84RP29ZwokR-ugKkdBspSo,2.7,48,$$,Coffee shop,"441 8th Ave #68, New York, NY 10001",Closed ⋅ Opens 5:30 AM,Closed ⋅ Opens 5:30 AM,"{'wednesday': '5:30\u202fAM–7\u202fPM', 'thursday': '5:30\u202fAM–7\u202fPM', 'friday': '5:30\u202fAM–7\u202fPM', 'saturday': '5:30\u202fAM–7\u202fPM', 'sunday': '5:30\u202fAM–7\u202fPM', 'monday': '5:30\u202fAM–7\u202fPM', 'tuesday': '5:30\u202fAM–7\u202fPM'}",,https://bluebottlecoffee.com/,"Hip cafe for gourmet coffee & pastries. Trendy cafe chain offering upscale coffee drinks & pastries, plus beans & brewing equipment.","{'dine_in': True, 'takeout': True, 'no_contact_delivery': True}",https://lh5.googleusercontent.com/p/AF1QipOMTzbA2TxInC_u1snOHvU6I_M7pEpaMSyYO0ca=w122-h92-k-no,,
12,La Colombe Coffee Roasters,ChIJeUkYJLZZwokRXjRpY77HTmg,0x89c259b624184979:0x684ec7be6369345e,7516164448653489246,https://serpapi.com/search.json?data_id=0x89c259b624184979%3A0x684ec7be6369345e&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259b624184979%3A0x684ec7be6369345e&engine=google_maps_photos&hl=en,"{'latitude': 40.7516044, 'longitude': -74.00530669999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJeUkYJLZZwokRXjRpY77HTmg,4.4,355,$$,Coffee shop,"601 W 27th St, New York, NY 10001",Closed ⋅ Opens 7 AM,Closed ⋅ Opens 7 AM,"{'wednesday': '7\u202fAM–5\u202fPM', 'thursday': '7\u202fAM–5\u202fPM', 'friday': '7\u202fAM–5\u202fPM', 'saturday': '8\u202fAM–5\u202fPM', 'sunday': '8\u202fAM–5\u202fPM', 'monday': '7\u202fAM–5\u202fPM', 'tuesday': '7\u202fAM–5\u202fPM'}",(646) 885-0677,http://www.lacolombe.com/,"Stylish cafe serving artisanal coffee. Trendy cafe serving house-brand artisanal coffee, pastries & snacks in a fashionable space.","{'dine_in': True, 'takeout': True, 'delivery': False}",https://lh5.googleusercontent.com/p/AF1QipNsDCEhXgdosXH_ggp8oLJXH-PyMKbQLwyljeUY=w122-h92-k-no,,
13,Intelligentsia Coffee Highline Coffeebar,ChIJy6rdX7hZwokRYmiVJWN3XmQ,0x89c259b85fddaacb:0x645e776325956862,7232349319319611490,https://serpapi.com/search.json?data_id=0x89c259b85fddaacb%3A0x645e776325956862&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259b85fddaacb%3A0x645e776325956862&engine=google_maps_photos&hl=en,"{'latitude': 40.745866199999995, 'longitude': -74.0051138}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJy6rdX7hZwokRYmiVJWN3XmQ,4.5,492,$$,Coffee shop,"High Line Hotel 180 10th Ave at, W 20th St, New York, 10011",Closed ⋅ Opens 7 AM,Closed ⋅ Opens 7 AM,"{'wednesday': '7\u202fAM–3\u202fPM', 'thursday': '7\u202fAM–3\u202fPM', 'friday': '7\u202fAM–3\u202fPM', 'saturday': '7\u202fAM–3\u202fPM', 'sunday': '7\u202fAM–3\u202fPM', 'monday': '7\u202fAM–3\u202fPM', 'tuesday': '7\u202fAM–3\u202fPM'}",(212) 933-9736,https://www.intelligentsia.com/pages/high-line-hotel-coffeebar,"Hip, high-end coffee bar. High-end coffee bar chain serving daily roasted brews in a contemporary setting.","{'dine_in': True, 'takeout': True}",https://lh5.googleusercontent.com/p/AF1QipM81Oys8K11L2rGkpzIxPduPNwq8IABU5vZMzXo=w80-h106-k-no,,
14,Bean & Bean Chelsea,ChIJSzbFnLpZwokRbLnS40fKlpQ,0x89c259ba9cc5364b:0x9496ca47e3d2b96c,10706967574233659756,https://serpapi.com/search.json?data_id=0x89c259ba9cc5364b%3A0x9496ca47e3d2b96c&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259ba9cc5364b%3A0x9496ca47e3d2b96c&engine=google_maps_photos&hl=en,"{'latitude': 40.7470077, 'longitude': -73.9970077}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJSzbFnLpZwokRbLnS40fKlpQ,4.3,612,$$,Coffee shop,"318 8th Ave, New York, NY 10001",Closed ⋅ Opens 7 AM,Closed ⋅ Opens 7 AM,"{'wednesday': '7\u202fAM–7\u202fPM', 'thursday': '7\u202fAM–7\u202fPM', 'friday': '7\u202fAM–7\u202fPM', 'saturday': '7\u202fAM–6\u202fPM', 'sunday': '7\u202fAM–6\u202fPM', 'monday': '7\u202fAM–7\u202fPM', 'tuesday': '7\u202fAM–7\u202fPM'}",(646) 869-2070,https://www.beannbeancoffee.com/,,"{'dine_in': True, 'takeout': True, 'delivery': False}",https://lh5.googleusercontent.com/p/AF1QipPbARCTH7iX9MdidgtJHRv4HMGvfbdyESa0Jg31=w122-h92-k-no,,
15,Ground Central Coffee Company,ChIJpWWlMXpZwokRRkqlyORSG-A,0x89c2597a31a565a5:0xe01b52e4c8a54a46,16148592031439342150,https://serpapi.com/search.json?data_id=0x89c2597a31a565a5%3A0xe01b52e4c8a54a46&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c2597a31a565a5%3A0xe01b52e4c8a54a46&engine=google_maps_photos&hl=en,"{'latitude': 40.7529799, 'longitude': -73.9898585}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJpWWlMXpZwokRRkqlyORSG-A,4.8,70,,Coffee shop,"498 7th Ave, New York, NY 10018",Closed ⋅ Opens 7 AM,Closed ⋅ Opens 7 AM,"{'wednesday': '7\u202fAM–6\u202fPM', 'thursday': '7\u202fAM–6\u202fPM', 'friday': '7\u202fAM–6\u202fPM', 'saturday': '8\u202fAM–4\u202fPM', 'sunday': '8\u202fAM–4\u202fPM', 'monday': '7\u202fAM–6\u202fPM', 'tuesday': '7\u202fAM–6\u202fPM'}",(646) 682-7478,http://www.groundcentral.com/,,"{'dine_in': True, 'curbside_pickup': True, 'delivery': True}",https://lh5.googleusercontent.com/p/AF1QipPlSJVhSvK7BF8gd5RdujGhBtynO5OzPra7-YTY=w80-h142-k-no,,
16,Corvo Coffee,ChIJ238atlJYwokRw-vofQS_qow,0x89c25852b61a7fdb:0x8caabf047de8ebc3,10136123937363913667,https://serpapi.com/search.json?data_id=0x89c25852b61a7fdb%3A0x8caabf047de8ebc3&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c25852b61a7fdb%3A0x8caabf047de8ebc3&engine=google_maps_photos&hl=en,"{'latitude': 40.7569714, 'longitude': -73.9933947}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ238atlJYwokRw-vofQS_qow,4.4,276,$,Coffee shop,"542 9th Ave, New York, NY 10018",Closed ⋅ Opens 6:30 AM,Closed ⋅ Opens 6:30 AM,"{'wednesday': '6:30\u202fAM–7\u202fPM', 'thursday': '6:30\u202fAM–7\u202fPM', 'friday': '6:30\u202fAM–7\u202fPM', 'saturday': '6:30\u202fAM–7\u202fPM', 'sunday': '6:30\u202fAM–7\u202fPM', 'monday': '6:30\u202fAM–7\u202fPM', 'tuesday': '6:30\u202fAM–7\u202fPM'}",,http://corvo-coffee.business.site/,"Nook for espresso drinks & baked goods. Offering limited seating, this cozy cafe serves espresso drinks, baked goods & sandwiches.","{'dine_in': True, 'takeout': True, 'delivery': False}",https://lh5.googleusercontent.com/p/AF1QipP1PsIvGA2m6Bokiy2S4_1oId3jQjNYDpL7NgU=w80-h106-k-no,True,
17,Variety Coffee Roasters,ChIJ49KnM6VZwokRArJkBByO0Dc,0x89c259a533a7d2e3:0x37d08e1c0464b202,4021870718225789442,https://serpapi.com/search.json?data_id=0x89c259a533a7d2e3%3A0x37d08e1c0464b202&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259a533a7d2e3%3A0x37d08e1c0464b202&engine=google_maps_photos&hl=en,"{'latitude': 40.745199, 'longitude': -73.99456169999999}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ49KnM6VZwokRArJkBByO0Dc,4.4,578,$,Coffee shop,"261 7th Ave, New York, NY 10001",Closed ⋅ Opens 7 AM,Closed ⋅ Opens 7 AM,"{'wednesday': '7\u202fAM–9\u202fPM', 'thursday': '7\u202fAM–9\u202fPM', 'friday': '7\u202fAM–9\u202fPM', 'saturday': '7\u202fAM–9\u202fPM', 'sunday': '7\u202fAM–9\u202fPM', 'monday': '7\u202fAM–9\u202fPM', 'tuesday': '7\u202fAM–9\u202fPM'}",(917) 409-0106,http://varietycoffeeroasters.com/,,"{'takeout': True, 'dine_in': False, 'delivery': False}",https://lh5.googleusercontent.com/p/AF1QipPy3LmA-llQAx5mQUteODXeh0h7X2hq3eBf7FVc=w147-h92-k-no,,"{'summary': '30 Outstanding Coffee Shops for Takeout or Outdoor Dining in NYC', 'link': 'https://ny.eater.com/maps/best-cafe-coffee-shop-new-york-city-brooklyn-queens', 'thumbnail': '//www.google.com/s2/favicons?domain=ny.eater.com&sz=16'}"
18,Birch Coffee,ChIJ2x9X5b1ZwokRxgCbZGuyoyo,0x89c259bde5571fdb:0x2aa3b26b649b00c6,3072495545115934918,https://serpapi.com/search.json?data_id=0x89c259bde5571fdb%3A0x2aa3b26b649b00c6&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259bde5571fdb%3A0x2aa3b26b649b00c6&engine=google_maps_photos&hl=en,"{'latitude': 40.7383928, 'longitude': -74.0000558}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJ2x9X5b1ZwokRxgCbZGuyoyo,4.5,292,$$,Coffee shop,"56 7th Ave, New York, NY 10011",Closed ⋅ Opens 7:30 AM,Closed ⋅ Opens 7:30 AM,"{'wednesday': '7:30\u202fAM–4\u202fPM', 'thursday': '7:30\u202fAM–4\u202fPM', 'friday': '7:30\u202fAM–4\u202fPM', 'saturday': '7:30\u202fAM–4\u202fPM', 'sunday': '7:30\u202fAM–4\u202fPM', 'monday': '7:30\u202fAM–4\u202fPM', 'tuesday': '7:30\u202fAM–4\u202fPM'}",(212) 686-1444,http://www.birchcoffee.com/,"Hip spot offering house-roasted brews. Local coffeehouse chain serving thoughtfully-sourced, house-roasted brews in a hip, bustling space.","{'dine_in': True, 'takeout': True}",https://lh5.googleusercontent.com/p/AF1QipOJVsLy8Vreg-CTt-bKzOJ_sc3ASoeJcHnbukdd=w163-h92-k-no,,
19,Joe Coffee Company,ChIJs_ON7LlZwokRmKAaVhqevLo,0x89c259b9ec8df3b3:0xbabc9e1a561aa098,13455803622627123352,https://serpapi.com/search.json?data_id=0x89c259b9ec8df3b3%3A0xbabc9e1a561aa098&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259b9ec8df3b3%3A0xbabc9e1a561aa098&engine=google_maps_photos&hl=en,"{'latitude': 40.746821, 'longitude': -74.0014743}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJs_ON7LlZwokRmKAaVhqevLo,4.3,240,$,Coffee shop,"405 W 23rd St, New York, NY 10011",Closed ⋅ Opens 7 AM,Closed ⋅ Opens 7 AM,"{'wednesday': '7\u202fAM–6\u202fPM', 'thursday': '7\u202fAM–6\u202fPM', 'friday': '7\u202fAM–6\u202fPM', 'saturday': '7\u202fAM–6\u202fPM', 'sunday': '7\u202fAM–6\u202fPM', 'monday': '7\u202fAM–6\u202fPM', 'tuesday': '7\u202fAM–6\u202fPM'}",(212) 206-0669,https://joecoffeecompany.com/,Laid-back coffee house. Baristas brew up steaming cups of coffee at this outpost of the casual chainlet.,"{'dine_in': True, 'takeout': True, 'delivery': True}",https://lh5.googleusercontent.com/p/AF1QipMl-0TDEe9HxRNLQxRbBcjbocAJl9o6BWahpMhU=w138-h92-k-no,,
20,Seven Grams Caffe,ChIJqXTjSaVZwokREUBBnhV2hbI,0x89c259a549e374a9:0xb28576159e414011,12863817745875157009,https://serpapi.com/search.json?data_id=0x89c259a549e374a9%3A0xb28576159e414011&engine=google_maps_reviews&hl=en,https://serpapi.com/search.json?data_id=0x89c259a549e374a9%3A0xb28576159e414011&engine=google_maps_photos&hl=en,"{'latitude': 40.745613399999996, 'longitude': -73.9941716}",https://serpapi.com/search.json?engine=google_maps&google_domain=google.com&hl=en&place_id=ChIJqXTjSaVZwokREUBBnhV2hbI,4.4,575,$$,Coffee shop,"275 7th Ave, New York, NY 10001",Closed ⋅ Opens 7 AM,Closed ⋅ Opens 7 AM,"{'wednesday': '7\u202fAM–6\u202fPM', 'thursday': '7\u202fAM–6\u202fPM', 'friday': '7\u202fAM–6\u202fPM', 'saturday': '7:45\u202fAM–6\u202fPM', 'sunday': '7:45\u202fAM–6\u202fPM', 'monday': '7\u202fAM–6\u202fPM', 'tuesday': '7\u202fAM–6\u202fPM'}",,http://www.sevengramscaffe.com/,"Coffee & pastries in simple, chic digs. Gourmet espresso drinks, sweet & savory pastries & free Wi-Fi in a stylish, minimalist space.","{'dine_in': True, 'takeout': True, 'delivery': True}",https://lh5.googleusercontent.com/p/AF1QipPrZoMUoqzfY-jA50F0vi2WnnbXjp09SSzWLCsT=w129-h92-k-no,,"{'summary': '10 Places In NYC That Are Delivering Chocolate Chip Cookies', 'link': 'https://secretnyc.co/places-in-nyc-delivering-chocolate-chip-cookies/', 'thumbnail': '//www.google.com/s2/favicons?domain=secretnyc.co&sz=16'}"
